HTML,CSS,JavaScript,Node.js,React.js,Angular,Vue.js,Python,SQL,MongoDB,Java,C++,C#,PHP,Ruby,Swift,Kotlin,Go,TypeScript,Express.js,Django,Flask,Spring,.NET,Docker,Kubernetes,AWS,Azure,GCP,GraphQL,RESTful APIs,Machine Learning,Data Analysis,UI/UX Design,Testing,Agile,DevOps,Security,Database Admin,Mobile Dev (Android),Mobile Dev (iOS),Game Dev,Embedded Systems,Blockchain,PowerBI,Tableau,Git,Selenium,Communication,Leadership,Teamwork,ProblemSolving,TimeManagement,CriticalThinking,Adaptability,Creativity,AttentionToDetail,Presentation,Negotiation,ConflictResolution,Empathy,DecisionMaking,StressManagement,Experience,YearsOfCoding,NumberOfProjects,GitHubContributions,StackOverflowReputation,Education,Certification,PreferredRole,SalaryExpectation
1,2,5,3,4,4,2,2,4,4,3,2,0,1,0,2,3,1,5,3,4,4,3,2,1,2,1,4,3,5,3,0,0,0,1,5,4,1,5,2,2,4,2,5,4,0,1,1,5,4,4,3,4,3,4,3,4,3,5,5,3,5,3,4.3,3,28,249,1155,Associate's,0,Frontend Developer,98340
2,1,3,5,2,5,0,3,0,2,0,3,0,4,5,3,3,2,2,4,2,3,2,2,3,3,1,5,3,0,5,2,3,5,0,5,5,4,2,4,2,1,2,5,0,0,3,1,4,3,4,3,4,5,4,3,4,5,5,4,5,3,3,5.7,7,24,663,1296,High School,0,Machine Learning Engineer,102951
2,4,0,0,0,0,4,5,1,5,4,5,4,3,5,3,1,4,0,0,3,1,1,4,4,0,2,0,4,0,1,2,5,4,1,5,0,4,2,2,3,3,5,5,5,4,3,5,4,4,4,3,4,3,4,3,5,3,3,5,3,3,4,7.2,8,21,883,922,High School,0,Machine Learning Engineer,97713
1,2,2,3,5,4,1,5,4,2,3,5,5,3,4,2,3,4,2,2,2,4,2,4,1,4,3,4,2,3,5,3,2,3,1,3,2,3,2,3,3,2,3,4,5,2,5,2,5,5,5,4,4,5,3,4,3,3,4,3,5,3,4,5.7,6,28,518,1431,Master's,0,Machine Learning Engineer,110715
2,3,5,3,5,5,2,2,2,1,3,4,2,1,4,2,4,3,2,1,5,5,3,3,0,2,4,3,5,3,3,0,1,1,4,1,1,4,5,4,3,3,5,5,0,0,4,1,4,5,5,4,5,3,5,4,5,3,5,4,3,4,4,7.9,9,33,846,920,Associate's,1,Data Analyst,97975
0,2,0,3,5,0,3,5,0,5,0,4,0,0,5,0,1,2,2,0,3,2,2,4,1,3,5,5,5,4,4,2,1,4,5,4,2,5,4,5,4,2,2,3,0,2,4,2,4,4,3,5,3,3,3,5,5,3,5,5,4,4,3,5.7,5,20,580,543,High School,0,Full-Stack Developer,99191
3,1,4,2,0,4,5,1,5,5,4,0,0,5,5,0,4,1,2,1,0,5,4,0,1,0,5,4,2,1,3,5,2,4,3,1,0,2,0,4,5,5,5,1,1,1,2,2,5,5,5,4,5,4,4,5,3,5,5,4,5,3,5,4.5,4,21,375,1370,PhD,1,Machine Learning Engineer,121077
4,0,5,4,2,1,4,4,1,5,1,3,0,0,2,4,4,3,4,0,4,3,2,0,5,3,3,2,4,3,5,0,3,3,3,1,3,2,2,4,2,1,0,1,5,3,3,0,3,5,4,3,4,5,3,5,5,3,3,5,4,3,3,6.0,5,30,666,873,Associate's,0,Mobile Developer,121005
2,5,3,2,4,2,1,3,3,3,3,4,0,2,0,4,5,0,2,1,5,2,0,4,0,4,4,1,0,0,5,5,0,1,3,0,3,0,0,0,4,5,4,4,1,0,1,2,5,5,4,5,3,5,4,4,5,5,5,5,3,4,5,3.0,3,16,289,493,High School,1,DevOps Engineer,82283
5,3,2,1,3,5,1,2,0,2,1,0,5,1,2,1,5,2,4,4,4,1,0,3,3,3,3,0,5,3,1,1,1,3,2,4,3,2,0,3,0,3,4,5,5,0,5,0,4,3,3,3,5,4,4,3,5,5,4,5,5,5,4,4.2,4,17,207,1026,Associate's,0,Machine Learning Engineer,110086
5,3,2,4,5,3,1,0,1,0,0,4,4,5,4,2,0,2,1,0,4,2,2,4,3,3,2,5,0,5,0,5,4,5,3,3,4,4,4,0,2,1,3,0,3,4,2,2,5,4,4,4,4,3,4,4,5,3,5,3,5,3,4,1.6,0,14,169,831,PhD,0,Frontend Developer,57627
4,1,4,2,3,5,0,0,4,4,1,1,3,1,5,0,5,5,5,4,1,1,5,4,5,0,2,5,3,4,4,1,0,0,4,2,3,1,2,0,4,5,5,5,5,2,0,1,5,3,3,4,3,3,4,5,4,3,5,3,4,3,5,5.7,2,36,272,979,Bachelor's,1,Data Scientist,112245
4,1,0,3,3,5,4,2,2,4,3,1,1,2,1,3,1,4,2,0,2,3,1,2,1,0,2,1,2,3,1,3,5,4,3,1,1,4,0,5,5,1,4,5,4,4,3,4,4,4,3,5,4,4,3,3,4,3,4,4,5,4,3,4.6,3,16,377,1002,Master's,1,Data Analyst,70899
5,0,2,3,3,1,4,2,1,1,2,3,5,1,4,4,3,0,0,2,5,1,4,3,0,2,0,1,5,4,3,4,4,0,0,5,3,0,1,5,0,4,2,5,5,2,2,4,5,5,3,4,3,3,3,3,5,5,3,4,5,4,3,13.4,16,55,935,2154,High School,0,Data Analyst,118734
1,3,4,1,5,2,4,4,1,3,1,3,2,3,0,5,4,2,5,0,1,2,0,2,2,5,4,5,2,1,1,1,5,5,4,1,4,3,0,2,5,0,4,4,4,1,5,3,4,3,4,3,3,4,5,3,4,3,4,5,5,3,5,6.9,9,27,495,1609,PhD,1,Machine Learning Engineer,121329
1,3,4,0,2,2,5,4,1,1,4,3,4,3,5,4,0,5,0,3,4,5,5,2,5,1,1,4,4,5,4,2,2,3,3,2,4,1,3,1,5,5,5,0,2,1,0,2,4,5,3,4,3,3,5,4,5,4,3,3,4,3,5,9.4,10,41,910,1589,Bachelor's,1,Security Engineer,125633
4,3,2,4,5,0,1,4,3,3,0,4,0,3,5,4,0,1,5,0,1,3,0,2,0,2,0,5,4,5,2,0,1,5,0,4,5,5,3,2,0,5,2,2,5,4,2,1,4,4,4,3,5,5,3,4,5,5,4,3,5,5,5,1.0,0,20,67,738,Master's,0,Data Analyst,51649
4,5,3,0,4,3,5,0,3,3,0,4,0,4,2,2,1,5,0,5,5,5,0,1,4,3,3,0,1,4,3,1,4,5,2,3,0,0,5,4,0,0,5,3,2,3,1,0,5,3,5,5,4,5,4,4,3,4,5,4,5,5,5,8.9,5,37,709,943,PhD,0,Mobile Developer,130443
5,4,0,3,1,2,4,3,4,5,4,3,1,5,5,5,0,3,2,1,0,0,4,1,1,4,4,5,2,5,2,5,2,1,2,2,0,2,2,4,3,4,0,3,4,4,5,1,4,5,4,5,5,4,4,5,4,5,4,5,3,3,4,-0.2,0,15,388,709,Associate's,0,Full-Stack Developer,94797
0,4,1,2,1,1,1,3,3,0,2,4,2,0,4,5,0,0,0,1,0,0,3,5,1,2,0,4,4,2,5,0,3,3,1,2,2,4,2,3,1,0,2,5,0,3,0,3,5,5,5,3,4,4,5,4,4,5,4,3,4,5,5,3.4,3,26,160,428,Master's,0,Full-Stack Developer,113112
2,3,0,4,2,3,2,5,2,0,1,4,3,1,2,2,5,5,4,5,0,5,2,0,3,4,5,2,4,1,2,4,5,1,5,3,0,1,1,1,1,4,3,0,0,2,4,2,3,5,5,4,5,4,5,5,5,5,3,4,4,4,4,0.3,0,0,251,279,PhD,1,Software Engineer,67273
0,4,1,0,4,0,3,2,2,5,4,3,5,2,2,5,5,4,3,0,4,1,0,1,3,5,2,3,2,4,1,0,1,1,1,1,2,5,2,3,4,5,0,5,4,0,3,2,4,3,4,4,3,4,3,3,4,4,4,4,5,4,5,3.5,0,21,67,319,Master's,0,Backend Developer,78219
2,0,3,1,3,2,1,1,1,0,5,4,1,0,4,0,0,0,4,5,3,2,3,4,4,0,0,0,0,0,4,1,4,3,1,5,1,4,2,5,2,5,2,4,2,5,0,0,3,3,4,4,5,5,3,4,3,5,3,3,3,5,5,1.7,4,17,216,1207,High School,1,Data Scientist,103189
3,4,5,3,3,3,5,4,5,5,3,0,5,5,0,1,0,1,4,5,3,5,4,3,1,3,4,3,4,4,5,3,4,2,1,5,1,2,5,4,5,0,5,4,5,0,4,4,4,4,4,4,5,5,4,3,4,5,4,4,3,4,4,7.9,9,29,718,1584,High School,1,DevOps Engineer,128202
3,1,2,1,5,4,4,2,3,4,4,4,0,5,4,5,0,1,2,3,0,5,2,3,1,0,3,1,2,3,4,1,0,2,5,1,1,5,5,3,0,0,1,5,0,5,3,3,4,4,5,5,5,4,5,4,5,5,3,3,4,4,5,3.0,3,20,622,397,Master's,0,Mobile Developer,103122
1,4,2,0,1,0,4,2,1,0,1,3,0,2,2,4,1,4,0,3,2,5,4,5,5,5,4,1,3,4,4,1,4,3,1,3,3,2,3,1,1,4,4,4,3,3,3,2,4,4,5,5,4,5,5,4,4,3,4,4,4,3,3,8.3,6,35,398,1104,High School,0,Data Analyst,101652
2,2,3,1,0,3,4,0,4,4,0,1,5,3,3,2,2,2,2,2,1,4,5,3,5,5,0,0,4,1,0,3,0,0,1,5,2,1,2,4,3,4,1,3,4,4,1,2,5,3,5,5,3,3,3,4,3,5,3,3,5,3,4,3.1,4,22,318,789,Bachelor's,0,Data Scientist,95851
2,3,5,2,0,2,3,1,4,0,2,1,5,2,3,3,1,5,3,4,1,4,0,5,0,1,3,2,4,1,4,2,1,4,1,3,4,3,2,5,3,3,5,2,2,3,2,0,4,4,5,3,3,3,3,3,5,4,4,3,5,3,5,3.8,4,15,267,1248,PhD,0,Mobile Developer,102863
2,0,5,0,3,4,2,0,3,2,0,4,1,0,2,4,5,5,3,4,1,5,0,4,1,4,0,3,2,2,3,5,5,2,0,2,0,2,4,0,4,3,2,5,2,2,2,0,3,3,5,3,4,3,3,4,3,4,5,4,4,5,5,9.6,10,39,969,1862,Bachelor's,0,Full-Stack Developer,117353
1,0,4,3,5,1,1,2,3,5,0,5,3,3,3,2,2,0,4,2,2,5,2,5,2,5,2,1,1,4,2,1,4,3,3,3,0,3,1,2,3,0,3,1,3,2,1,2,4,3,4,3,5,3,4,4,3,5,5,3,3,3,4,5.6,5,29,383,1391,Associate's,1,Software Engineer,82299
4,5,2,3,1,0,5,5,1,4,4,5,2,2,1,0,5,3,3,0,3,0,1,1,4,0,2,2,1,2,3,1,4,0,4,5,3,5,3,0,4,3,2,1,0,1,2,0,4,3,4,4,3,3,4,5,5,4,3,3,4,3,3,4.6,2,23,318,541,Master's,0,Machine Learning Engineer,125390
5,5,0,3,1,0,3,1,0,1,1,2,5,4,5,1,1,2,3,4,0,1,2,3,1,2,5,5,3,2,4,2,1,0,0,0,3,2,1,2,5,4,5,1,2,4,4,5,3,3,3,5,5,4,5,4,5,4,5,4,4,4,5,3.8,4,26,607,1033,Associate's,0,Full-Stack Developer,107947
5,3,0,4,5,3,4,1,5,3,1,0,2,4,5,3,1,5,4,3,1,0,4,4,5,2,2,4,0,2,0,0,4,5,0,4,4,5,4,2,1,4,2,5,3,5,0,2,3,4,3,3,4,4,5,3,5,4,5,5,4,4,5,2.4,0,24,189,940,Bachelor's,0,Frontend Developer,91285
1,5,0,4,2,4,1,2,0,0,2,3,4,1,5,0,2,2,3,4,2,2,0,5,0,2,2,0,0,2,3,1,3,1,2,0,1,5,2,0,0,3,0,2,0,5,2,3,3,3,4,3,3,5,5,5,5,4,3,4,5,5,4,2.0,0,13,426,36,Bachelor's,1,Data Scientist,79295
4,4,1,4,2,5,5,5,2,5,3,4,5,1,5,4,4,5,2,4,0,0,4,1,5,4,3,3,2,3,3,4,5,3,2,2,3,1,3,2,3,1,2,3,3,0,3,2,5,4,4,4,3,4,3,4,5,5,3,5,5,4,5,5.3,9,28,703,1285,Bachelor's,0,Full-Stack Developer,117036
5,0,4,4,3,5,5,5,5,1,3,3,0,1,5,1,0,0,4,4,4,4,2,5,1,1,4,3,3,2,0,4,4,5,3,1,3,3,2,3,3,2,5,3,3,3,4,4,5,4,3,5,5,5,4,4,5,4,5,5,3,3,3,1.4,1,5,378,754,Bachelor's,1,Software Engineer,52653
2,0,5,4,3,4,5,5,1,3,3,5,3,5,5,3,4,3,1,4,4,5,4,3,0,4,3,1,3,2,4,4,5,0,1,5,1,0,4,0,2,5,2,5,1,5,5,1,3,4,5,4,4,5,3,4,3,4,4,3,4,5,4,9.1,8,46,815,1483,High School,0,DevOps Engineer,122965
5,2,2,3,1,1,2,5,0,2,4,3,4,2,1,5,0,3,0,0,3,1,2,0,4,4,4,3,0,0,0,1,3,5,2,4,1,2,1,5,2,5,2,2,0,3,2,3,3,4,4,5,4,5,3,4,4,3,3,5,5,4,5,5.0,6,32,319,1225,Associate's,0,Mobile Developer,74356
0,5,3,4,0,0,0,4,3,2,1,2,3,5,1,4,5,1,3,5,4,2,0,5,2,5,4,4,3,5,0,5,0,1,1,3,2,2,2,2,3,2,3,0,1,0,5,0,5,4,4,3,4,4,5,3,3,4,4,4,3,3,5,4.5,6,18,509,815,PhD,0,Software Engineer,65792
0,5,2,2,2,1,4,0,4,2,2,0,3,0,5,0,1,0,2,0,2,1,1,3,3,2,0,0,2,1,1,5,0,5,2,0,3,3,4,1,2,4,4,3,0,0,4,5,3,5,5,5,4,3,3,5,3,4,4,4,5,4,5,6.2,5,37,254,913,High School,1,Security Engineer,104848
2,2,5,5,2,4,2,1,5,4,2,5,2,0,3,2,4,5,5,2,2,2,3,0,1,5,0,4,2,0,3,4,3,4,2,4,4,3,1,5,5,1,3,0,2,1,0,0,4,3,4,4,5,5,5,4,4,4,3,4,5,4,5,6.9,5,30,339,528,Master's,0,Security Engineer,86907
1,0,5,5,2,4,4,2,2,5,4,2,2,0,3,2,0,1,1,5,0,5,1,2,4,0,3,5,4,4,2,3,0,0,2,2,2,0,3,2,3,5,5,5,4,0,5,5,3,3,3,4,4,4,4,5,4,3,3,3,4,4,3,0.1,0,0,3,868,Associate's,0,Machine Learning Engineer,97520
2,4,0,4,3,1,1,0,2,2,4,0,5,3,0,5,0,3,1,0,0,4,1,1,3,3,4,4,1,5,0,1,2,3,5,4,1,4,2,1,3,1,2,0,1,2,5,3,5,5,4,3,3,5,5,4,5,4,4,4,4,3,4,6.6,0,24,168,312,Bachelor's,1,Machine Learning Engineer,106778
5,5,2,4,1,1,1,1,5,2,0,2,4,0,5,5,2,3,4,4,1,4,3,5,4,1,3,3,0,5,4,2,4,0,1,2,4,0,2,0,0,0,3,5,4,4,3,0,4,3,4,4,4,5,3,5,4,3,5,4,3,3,4,6.8,5,37,590,970,Associate's,0,Data Scientist,136974
5,2,1,2,5,4,5,5,2,1,5,3,5,3,5,0,2,2,0,4,2,3,4,0,5,3,1,4,2,5,2,1,2,5,2,1,1,5,3,2,0,1,5,1,1,4,5,5,3,4,3,4,3,4,4,4,4,4,4,4,3,5,3,4.5,5,31,409,1392,High School,1,Machine Learning Engineer,122280
0,2,5,1,4,3,5,0,1,1,2,4,2,2,1,5,1,1,2,4,4,1,2,0,4,1,3,3,0,1,4,5,3,1,0,4,5,5,0,4,3,2,1,3,3,5,5,3,4,3,5,5,3,4,4,3,3,4,5,3,3,3,3,3.6,6,28,456,1081,Master's,1,Frontend Developer,102940
3,3,2,5,1,1,4,1,5,1,1,2,4,4,1,1,2,3,3,5,0,4,3,2,5,3,3,1,3,1,1,2,2,5,0,0,0,2,2,2,4,2,3,2,1,0,0,1,4,3,3,3,3,5,5,4,3,3,5,3,3,4,4,2.3,2,20,293,473,Associate's,0,Software Engineer,65992
5,2,1,4,0,5,4,2,4,4,1,3,1,1,3,4,1,0,1,2,0,2,5,0,4,4,2,1,1,2,2,3,1,5,0,2,2,1,2,0,0,5,5,2,5,5,2,2,5,4,4,3,5,5,5,3,4,3,5,5,3,5,5,8.5,9,37,760,1566,Master's,1,Security Engineer,91042
1,5,1,2,5,3,4,5,3,3,0,2,1,3,4,1,5,2,4,0,4,5,4,1,3,4,3,4,5,5,1,1,4,4,0,1,1,5,1,1,3,0,5,1,4,3,3,3,5,5,5,3,3,4,3,5,3,5,5,3,5,4,3,4.7,6,14,554,949,High School,0,Data Analyst,67633
1,1,0,3,1,4,3,2,2,0,0,0,1,1,4,2,1,4,2,5,4,0,5,2,2,3,4,3,3,2,2,4,4,5,4,1,2,5,4,4,3,5,1,0,5,4,3,5,5,4,5,3,5,4,3,3,4,3,3,4,4,3,4,5.2,4,17,213,782,Master's,0,Data Scientist,107595
0,5,5,2,5,0,1,3,5,2,2,5,0,2,2,1,5,5,5,5,0,2,1,3,3,4,2,5,0,0,2,4,2,1,1,5,5,5,3,2,1,4,1,0,5,3,0,1,4,4,3,3,3,3,5,3,3,3,3,4,3,5,5,4.7,6,16,563,925,Associate's,0,Data Scientist,128970
4,4,4,1,4,2,4,4,4,4,2,4,5,2,0,3,5,3,4,2,1,1,3,0,0,3,5,1,5,0,3,2,4,5,2,4,2,3,5,5,3,0,4,1,3,2,3,0,5,3,5,4,5,3,4,5,4,3,3,3,4,4,4,0.0,0,15,453,818,Associate's,0,Mobile Developer,74473
5,4,3,3,1,3,5,5,3,1,1,3,5,4,5,2,4,2,1,4,3,3,1,1,4,2,0,1,4,0,2,2,2,5,5,4,4,3,0,1,4,2,4,3,4,3,5,5,3,3,4,4,5,4,4,5,4,3,5,3,3,4,4,0.7,3,10,598,719,Bachelor's,0,Frontend Developer,56438
3,0,4,0,5,2,5,0,0,1,1,3,2,3,4,5,2,0,5,5,4,0,1,1,3,0,4,3,5,0,1,2,5,0,2,5,0,3,2,3,0,2,1,4,0,0,4,4,4,4,4,4,3,3,3,4,4,3,4,4,5,5,4,5.4,8,21,448,1237,Bachelor's,0,Data Scientist,82956
5,1,5,3,1,4,4,3,3,1,3,2,5,5,2,3,2,1,2,0,4,1,0,1,2,1,4,1,3,4,4,0,1,2,0,2,3,2,3,0,3,0,1,5,0,2,2,3,4,5,3,5,3,5,3,3,5,5,5,4,4,5,5,2.3,0,11,446,295,Associate's,0,Backend Developer,79670
3,2,3,0,3,0,5,5,5,2,5,0,5,2,0,5,4,3,4,1,0,5,3,4,0,0,0,5,1,5,4,4,4,1,4,1,1,2,4,2,4,3,5,4,4,3,1,2,5,4,5,5,4,4,3,5,5,5,3,5,3,3,5,4.6,4,28,356,443,PhD,1,Full-Stack Developer,103700
1,4,2,5,1,0,3,5,5,5,4,1,1,0,2,5,3,0,2,3,0,3,2,3,1,2,4,2,0,0,4,5,1,4,5,4,4,4,2,5,1,4,5,3,5,4,1,0,3,4,5,3,3,3,3,4,3,4,4,5,3,5,3,2.7,0,13,54,976,Bachelor's,0,Machine Learning Engineer,99503
0,0,2,4,5,1,5,0,2,3,4,5,3,2,5,2,1,0,5,3,0,1,5,4,4,0,1,0,0,0,3,4,2,2,5,4,3,3,1,1,5,5,1,4,5,2,3,1,4,3,5,3,5,5,5,4,3,5,4,3,5,5,5,6.6,10,29,805,1340,High School,0,Full-Stack Developer,105913
1,2,0,4,1,3,4,0,0,5,3,3,4,3,3,0,0,1,3,2,1,1,0,1,5,0,2,2,1,3,3,4,1,3,4,1,2,4,0,5,2,5,4,1,4,3,3,2,4,4,3,4,4,5,4,4,3,4,3,4,3,5,3,6.0,7,27,401,1070,Associate's,0,Machine Learning Engineer,114061
1,1,3,4,0,5,0,1,0,0,3,0,2,2,5,3,3,5,3,1,5,4,1,4,5,1,5,3,1,4,5,5,5,0,5,2,0,1,3,4,2,2,0,2,5,5,5,0,3,4,5,5,5,3,5,3,3,5,3,4,4,5,4,0.1,1,7,193,167,Associate's,0,Data Scientist,87182
5,1,5,4,4,1,2,3,1,0,3,3,5,2,1,3,1,0,1,5,0,1,4,3,0,4,1,0,4,3,3,5,5,1,4,1,3,4,0,3,5,4,4,1,1,4,1,2,5,5,4,5,5,5,4,3,3,5,4,3,3,4,3,6.0,7,21,523,1688,Master's,0,Full-Stack Developer,98252
5,2,3,3,1,2,5,1,3,4,5,1,5,4,5,0,5,2,1,4,4,3,3,5,4,5,0,2,4,4,0,2,0,5,2,0,4,1,0,0,3,1,1,3,4,1,4,4,3,5,3,4,4,4,3,5,5,4,3,5,3,5,3,4.5,4,14,629,1277,High School,0,Frontend Developer,99765
0,5,4,1,2,1,2,5,3,3,5,4,0,5,3,2,5,3,0,1,2,4,2,3,0,2,5,3,1,4,2,2,0,1,2,0,2,4,5,1,0,3,1,5,0,3,3,5,4,3,3,4,3,5,3,5,4,3,3,3,4,5,3,2.3,0,22,33,920,PhD,0,Data Analyst,70908
3,3,3,1,3,1,4,0,4,3,2,4,1,5,3,1,3,4,1,2,4,1,3,3,3,5,2,2,2,3,2,0,5,1,4,1,4,3,5,4,4,4,1,1,1,1,5,2,4,3,3,4,4,5,5,3,4,4,5,3,3,5,5,10.9,11,47,655,1945,Bachelor's,0,Frontend Developer,107000
2,4,4,1,0,1,0,3,3,0,4,1,4,4,2,1,2,3,0,0,4,0,4,4,0,1,4,3,3,2,4,0,3,4,1,2,3,3,5,5,0,3,4,4,4,1,4,3,4,4,5,5,4,4,4,4,4,5,5,4,3,5,3,1.5,1,23,260,742,Associate's,1,Machine Learning Engineer,89002
3,4,5,3,1,5,2,2,3,4,0,5,1,1,1,5,5,0,1,4,4,5,5,5,1,0,0,0,3,5,3,4,4,0,3,4,2,1,4,5,5,5,1,0,1,5,0,5,5,4,4,4,3,4,5,4,5,3,4,5,5,4,5,-1.1,1,2,261,724,Bachelor's,1,Full-Stack Developer,106987
2,4,0,1,5,5,4,5,3,5,4,3,1,0,1,3,5,0,5,3,5,2,5,0,5,5,4,1,5,3,1,2,2,0,5,1,4,3,4,0,1,2,4,1,5,0,0,5,4,5,4,3,5,3,4,3,3,3,4,5,5,5,3,4.6,4,24,605,474,Master's,0,Full-Stack Developer,69164
0,1,3,5,5,3,0,5,0,4,5,0,4,0,4,1,3,4,3,0,4,1,5,5,5,5,4,5,1,1,4,5,1,0,2,0,3,5,0,0,1,1,3,4,0,3,0,5,5,5,4,3,5,5,4,5,5,3,3,4,3,5,5,7.0,8,23,807,1519,High School,0,Machine Learning Engineer,121381
5,0,1,5,2,4,4,4,1,5,2,4,0,4,1,4,2,5,5,5,5,3,3,0,3,0,5,0,4,2,0,3,3,3,5,0,4,5,5,4,1,4,0,2,0,0,0,4,3,3,4,5,5,5,3,4,3,3,4,4,3,4,3,3.7,5,29,354,1210,Master's,0,Machine Learning Engineer,91475
2,1,0,2,4,2,2,0,0,1,5,0,4,2,1,5,0,2,0,4,1,2,5,2,3,5,3,3,3,3,0,1,0,0,1,0,4,5,1,0,4,4,5,5,3,3,4,4,4,3,5,5,3,4,4,5,5,4,4,3,5,4,5,6.2,7,27,614,799,Bachelor's,0,Mobile Developer,94247
3,0,4,1,1,3,0,3,4,4,5,2,0,5,4,3,5,1,2,1,0,2,4,2,2,0,3,4,2,5,0,2,5,2,3,4,4,2,5,2,5,5,3,5,1,5,4,1,5,5,3,3,4,3,4,3,3,3,5,5,4,5,5,4.6,1,23,531,478,High School,0,Frontend Developer,97484
1,3,2,4,4,5,0,2,2,4,4,1,4,2,5,2,5,5,1,1,1,5,0,0,3,4,5,0,5,0,4,2,5,0,2,2,1,1,5,2,3,3,5,3,1,5,0,5,4,3,5,5,4,3,3,3,5,3,3,5,5,5,5,3.1,5,19,746,831,PhD,0,Mobile Developer,69934
2,2,3,3,4,4,4,3,3,2,1,4,3,3,5,3,3,3,2,1,3,1,3,3,4,5,0,2,4,2,5,5,2,0,5,0,2,0,1,2,3,2,4,4,3,3,2,5,5,4,5,5,4,3,4,3,4,5,5,5,3,4,3,2.8,6,26,729,1415,Bachelor's,0,Data Scientist,78281
4,1,0,5,3,3,5,0,1,2,5,2,0,4,2,4,2,2,3,1,1,3,5,0,5,0,0,5,4,3,1,1,0,4,1,0,0,4,0,0,5,0,0,0,4,1,5,3,4,3,4,5,4,3,5,5,3,5,4,3,5,5,4,4.8,4,27,525,1003,Master's,0,DevOps Engineer,74021
3,5,3,1,4,1,4,1,3,1,5,2,3,0,3,3,1,4,2,5,2,0,4,3,2,3,3,2,0,0,2,2,4,1,2,0,0,4,2,3,0,0,3,0,5,2,3,2,5,4,5,5,4,5,4,4,4,5,4,4,4,3,4,6.9,3,25,628,801,Master's,0,Frontend Developer,98894
4,4,1,0,0,2,4,0,5,0,3,1,5,2,5,4,1,4,5,2,0,2,1,0,2,4,2,5,2,2,2,2,2,0,2,5,5,0,5,3,5,5,1,4,1,4,5,0,3,4,4,4,3,5,5,5,5,4,5,4,4,4,3,0.5,0,19,89,169,Bachelor's,0,Full-Stack Developer,88188
1,2,0,5,3,1,2,5,5,3,3,1,4,4,1,2,1,4,5,5,2,5,1,4,5,2,3,0,1,3,5,1,4,1,4,2,5,5,2,0,5,2,0,2,1,4,4,0,4,3,5,4,5,5,4,3,3,5,3,4,4,5,3,0.1,0,2,216,663,Bachelor's,1,Security Engineer,50000
4,0,5,2,3,3,3,4,3,3,5,0,4,5,0,2,1,3,0,0,2,3,4,3,2,0,0,4,4,1,4,1,3,3,0,2,4,2,3,2,5,1,4,2,3,2,1,0,4,4,5,5,4,5,5,3,4,3,5,4,3,5,5,6.7,9,22,650,1161,High School,0,Data Scientist,115107
4,0,0,4,1,2,4,2,1,3,4,1,4,1,2,5,4,1,4,5,2,0,5,1,5,0,5,2,1,2,3,1,5,5,1,2,3,1,1,1,5,5,1,1,2,1,1,3,4,4,3,4,4,3,4,3,5,3,4,4,5,4,3,4.7,5,30,342,1350,Associate's,0,Software Engineer,108856
3,2,3,4,4,3,3,3,2,1,1,1,0,5,4,5,2,1,4,3,2,2,3,1,4,0,5,4,4,2,2,4,1,2,3,3,1,3,0,4,5,3,3,5,2,5,0,3,3,3,5,4,3,5,5,3,5,4,4,3,3,3,5,4.3,4,18,316,1226,PhD,0,Data Analyst,74052
5,1,3,2,1,1,2,5,1,4,4,1,5,1,4,4,4,2,5,3,0,4,4,1,0,4,0,5,1,1,3,3,2,0,4,3,3,3,1,5,5,1,0,0,3,5,0,1,4,5,4,4,3,3,4,3,3,5,3,3,5,3,3,7.2,2,29,141,404,Master's,1,DevOps Engineer,113103
0,4,4,0,0,4,4,2,2,4,1,0,5,1,3,5,2,0,2,4,1,3,2,5,3,2,4,2,2,4,1,3,1,3,1,4,0,1,4,4,1,3,0,3,0,3,2,3,4,3,3,5,3,5,4,5,3,5,3,3,5,4,3,7.7,6,41,515,1147,PhD,0,Data Scientist,102116
1,0,5,3,0,5,4,4,5,1,5,1,3,2,2,2,5,1,3,4,4,0,2,3,4,2,4,2,2,1,3,0,4,1,3,2,0,1,0,3,3,5,3,2,2,5,5,1,4,3,4,5,3,4,5,5,5,5,5,5,4,5,5,4.0,4,30,387,416,PhD,0,Machine Learning Engineer,93301
3,0,3,5,1,5,0,0,5,0,2,0,0,5,0,1,4,5,5,0,2,3,0,5,3,0,2,0,0,5,3,4,0,3,3,4,2,5,5,2,1,4,2,1,4,3,3,5,3,3,5,4,4,4,5,3,5,5,3,3,4,3,3,-1.4,0,14,165,533,PhD,0,Full-Stack Developer,50000
2,4,5,1,1,3,4,3,0,5,4,0,2,3,5,4,4,5,1,1,1,4,0,5,1,4,3,5,1,1,1,1,0,2,3,2,2,1,4,0,1,4,3,2,1,2,2,4,3,5,5,4,4,4,3,4,3,3,4,3,5,5,4,6.3,7,20,533,1258,High School,0,Frontend Developer,110838
0,5,2,1,4,5,2,5,3,1,0,1,1,5,4,5,3,5,0,2,0,4,2,0,3,3,2,4,0,5,4,1,1,3,3,4,1,2,1,3,5,3,4,1,5,4,5,3,4,4,4,5,4,4,3,3,3,3,5,4,4,3,5,3.3,1,27,203,475,High School,0,Data Analyst,64565
